pilot_id,_company_key,cik,symbol,security,sec_entity_name,sec_tickers,sec_exchanges,sic,sic_description,state_of_incorporation,fiscal_year_end,metadata_source,metadata_status,historical_fragment_count,retrieved_at,selection_status,replacement_status,replacement_for,replaced_by,replacement_reason,original_pilot_id,replacement_pilot_id,sampling_seed,reserve_order,within_sector_random_order,analysis_included,final_sample_status
P2025-082,cik:0001467373,0001467373,ACN,Accenture,Accenture plc,ACN,NYSE,7389,"Services-Business Services, NEC",L2,0831,https://data.sec.gov/submissions/CIK0001467373.json,success,0,2026-07-29T10:25:50.541243+00:00,,not_replaced,,,,P2025-082,,20250729,,,1,included
P2025-083,cik:0000916076,0000916076,MLM,Martin Marietta Materials,MARTIN MARIETTA MATERIALS INC,MLM,NYSE,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),NC,1231,https://data.sec.gov/submissions/CIK0000916076.json,success,0,2026-07-29T10:25:50.570388+00:00,,not_replaced,,,,P2025-083,,20250729,,,1,included
P2025-084,cik:0000079879,0000079879,PPG,PPG Industries,PPG INDUSTRIES INC,PPG,NYSE,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods",PA,1231,https://data.sec.gov/submissions/CIK0000079879.json,success,0,2026-07-29T10:25:50.592344+00:00,,not_replaced,,,,P2025-084,,20250729,,,1,included
P2025-085,cik:0001396009,0001396009,VMC,Vulcan Materials Company,Vulcan Materials CO,VMC,NYSE,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),NJ,1231,https://data.sec.gov/submissions/CIK0001396009.json,success,0,2026-07-29T10:25:50.661410+00:00,,not_replaced,,,,P2025-085,,20250729,,,1,included
P2025-086,cik:0000009389,0000009389,BALL,Ball Corporation,BALL Corp,BALL,NYSE,3411,Metal Cans,IN,1231,https://data.sec.gov/submissions/CIK0000009389.json,success,0,2026-07-29T10:25:50.710074+00:00,,not_replaced,,,,P2025-086,,20250729,,,1,included
P2025-087,cik:0000849395,0000849395,CRH,CRH plc,CRH PUBLIC LTD CO,CRH,NYSE,3241,"Cement, Hydraulic",L2,1231,https://data.sec.gov/submissions/CIK0000849395.json,success,0,2026-07-29T10:25:50.736930+00:00,,not_replaced,,,,P2025-087,,20250729,,,1,included
P2025-088,cik:0000034903,0000034903,FRT,Federal Realty Investment Trust,FEDERAL REALTY INVESTMENT TRUST,FRT|FRT-PC,NYSE|NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0000034903.json,success,0,2026-07-29T10:25:50.759048+00:00,,not_replaced,,,,P2025-088,,20250729,,,1,included
P2025-089,cik:0001289490,0001289490,EXR,Extra Space Storage,Extra Space Storage Inc.,EXR,NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0001289490.json,success,0,2026-07-29T10:25:50.783789+00:00,,not_replaced,,,,P2025-089,,20250729,,,1,included
P2025-090,cik:0001297996,0001297996,DLR,Digital Realty,"DIGITAL REALTY TRUST, INC.",DLR|DLR-PK|DLR-PJ|DLR-PL,NYSE|NYSE|NYSE|NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0001297996.json,success,0,2026-07-29T10:25:50.807450+00:00,,not_replaced,,,,P2025-090,,20250729,,,1,included
P2025-091,cik:0000920522,0000920522,ESS,Essex Property Trust,"ESSEX PROPERTY TRUST, INC.",ESS,NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0000920522.json,success,0,2026-07-29T10:25:50.828995+00:00,,not_replaced,,,,P2025-091,,20250729,,,1,included
P2025-092,cik:0001705696,0001705696,VICI,Vici Properties,VICI PROPERTIES INC.,VICI,NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0001705696.json,success,0,2026-07-29T10:25:50.858804+00:00,,not_replaced,,,,P2025-092,,20250729,,,1,included
P2025-093,cik:0000074208,0000074208,UDR,"UDR, Inc.","UDR, Inc.",UDR,NYSE,6798,Real Estate Investment Trusts,MD,1231,https://data.sec.gov/submissions/CIK0000074208.json,success,0,2026-07-29T10:25:50.878146+00:00,,not_replaced,,,,P2025-093,,20250729,,,1,included
P2025-094,cik:0001687229,0001687229,INVH,Invitation Homes,Invitation Homes Inc.,INVH,NYSE,6510,Real Estate Operators (No Developers) & Lessors,,1231,https://data.sec.gov/submissions/CIK0001687229.json,success,0,2026-07-29T10:25:50.904780+00:00,,not_replaced,,,,P2025-094,,20250729,,,1,included
P2025-095,cik:0001004980,0001004980,PCG,PG&E Corporation,PG&E Corp,PCG|PCG-PE|PCG-PD|PCG-PC|PCG-PH|PCG-PG|PCG-PI|PCG-PA|PCG-PB|PCG-PX,NYSE|NYSE|NYSE|NYSE|NYSE|NYSE|NYSE|NYSE|NYSE|NYSE,4931,Electric & Other Services Combined,CA,1231,https://data.sec.gov/submissions/CIK0001004980.json,success,0,2026-07-29T10:25:50.918979+00:00,,not_replaced,,,,P2025-095,,20250729,,,1,included
P2025-096,cik:0000715957,0000715957,D,Dominion Energy,"DOMINION ENERGY, INC",D,NYSE,4911,Electric Services,VA,1231,https://data.sec.gov/submissions/CIK0000715957.json,success,0,2026-07-29T10:25:50.941946+00:00,,not_replaced,,,,P2025-096,,20250729,,,1,included
P2025-097,cik:0000764622,0000764622,PNW,Pinnacle West Capital,PINNACLE WEST CAPITAL CORP,PNW,NYSE,4911,Electric Services,AZ,1231,https://data.sec.gov/submissions/CIK0000764622.json,success,0,2026-07-29T10:25:50.969479+00:00,,not_replaced,,,,P2025-097,,20250729,,,1,included
P2025-098,cik:0000065984,0000065984,ETR,Entergy,ENTERGY CORP /DE/,ETR,NYSE,4911,Electric Services,DE,1231,https://data.sec.gov/submissions/CIK0000065984.json,success,0,2026-07-29T10:25:50.991252+00:00,,not_replaced,,,,P2025-098,,20250729,,,1,included
P2025-099,cik:0001013871,0001013871,NRG,NRG Energy,"NRG ENERGY, INC.",NRG,NYSE,4911,Electric Services,DE,1231,https://data.sec.gov/submissions/CIK0001013871.json,success,0,2026-07-29T10:25:51.014279+00:00,,not_replaced,,,,P2025-099,,20250729,,,1,included
P2025-100,cik:0000788784,0000788784,PEG,Public Service Enterprise Group,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,NYSE,4931,Electric & Other Services Combined,NJ,1231,https://data.sec.gov/submissions/CIK0000788784.json,success,0,2026-07-29T10:25:51.038972+00:00,,not_replaced,,,,P2025-100,,20250729,,,1,included
P2025-R001,cik:0000049826,0000049826,ITW,Illinois Tool Works,ILLINOIS TOOL WORKS INC,ITW,NYSE,3560,General Industrial Machinery & Equipment,DE,1231,https://data.sec.gov/submissions/CIK0000049826.json,success,0,,selected_replacement,replacement,P2025-059,,no_eligible_2025_report_date_10k,P2025-059,P2025-R001,20250729,1,17,1,included
